OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,REV_AT_EPOCH,BSTAR,orbital_period_min,altitude_estimated,drag_index,energy_index,orbit_type,orbit_family,anomaly_score,anomaly_flag
STARLINK-2611,2021-038M,48364,2025-10-13 17:37:48.697824,15.06401736,0.0001253,53.0526,296.4867,80.1512,279.9618,1.226e-05,0.0,24494,0.000101187,95.59203003998662,554.343237353417,1.2678731100000001e-08,0.0022033748570519157,LEO,LEO,-0.27009009245611515,1
STARLINK-2608,2021-038N,48365,2025-10-13 18:20:14.397792,15.06409261,0.00013654,53.0529,296.1918,89.9722,270.1423,2.238e-05,0.0,24495,0.00016902121,95.59155252697295,554.3201744525186,2.30781560134e-08,0.00220335284397112,LEO,LEO,-0.27211940898022213,1
STARLINK-2643,2021-038Q,48367,2025-10-13 17:57:01.702368,15.06403282,0.0001537,53.0539,291.2643,86.1734,273.9431,1.616e-05,0.0,24501,0.00012734471,95.59193193526248,554.3384990992345,1.9572881927e-08,0.002203370334470451,LEO,LEO,-0.2732783413737934,1
STARLINK-2623,2021-038R,48368,2025-10-13 17:25:13.776096,15.06404444,0.00015038,53.0537,291.6443,79.0598,281.056,2.07e-06,0.0,24501,3.2803318e-05,95.59185819820908,554.3349377518143,4.93296296084e-09,0.0022033669352301585,LEO,LEO,-0.2692657599838338,1
STARLINK-2621,2021-038T,48370,2025-10-13 17:46:22.461600,15.064233,0.00015531,53.0542,291.3013,91.938,268.1787,-3.32e-05,0.0,24501,-0.0002039164,95.5906616686027,554.2771477145297,-3.1670256084e-08,0.002203311776196294,LEO,LEO,-0.2701611383893134,1
STARLINK-2589,2021-038U,48371,2025-10-13 17:41:05.246592,15.06408324,0.0001806,53.0551,291.3131,83.7842,276.3353,1.368e-05,0.0,24501,0.00011068576,95.59161198580844,554.3230461946287,1.9989848256e-08,0.00220335558498393,LEO,LEO,-0.27250240070480997,1
STARLINK-2609,2021-038W,48373,2025-10-13 23:52:39.442080,15.06399315,0.00014337,53.055,290.154,85.7037,274.4116,-1.13e-06,0.0,24505,1.1305686e-05,95.59218367010476,554.350657365414,1.6208962018199999e-09,0.002203381939337154,LEO,LEO,-0.27362366424476703,1
STARLINK-2604,2021-038X,48374,2025-10-13 07:04:14.028384,15.06399375,0.00014293,53.0541,293.6486,90.6505,269.4648,7.52e-06,0.0,24494,6.9364625e-05,95.59217986266093,554.3504734739236,9.91428585125e-09,0.002203381763815422,LEO,LEO,-0.2737711161978108,1
STARLINK-2603,2021-038Y,48375,2025-10-13 23:42:01.108512,15.06406249,0.00013909,53.0537,290.1903,91.9809,268.1339,1.314e-05,0.0,24505,0.00010708071,95.59174365851958,554.3294057195062,1.4893855953899998e-08,0.002203361655014496,LEO,LEO,-0.2740350353596168,1
STARLINK-2610,2021-038Z,48376,2025-10-13 17:14:32.992224,15.06400455,0.00014171,53.0535,291.3957,97.7663,262.3487,-9.7e-06,0.0,24501,-4.6212001e-05,95.59211132872368,554.34716342916,-6.54870266171e-09,0.0022033786044278313,LEO,LEO,-0.2708798798183394,1
STARLINK-2499,2021-038AA,48377,2025-10-13 07:09:34.365024,15.06401714,0.00014707,53.0553,293.7852,95.9345,264.1811,-5.23e-06,0.0,24494,-1.622931e-05,95.59203143604495,554.3433047801191,-2.3868446217000004e-09,0.002203374921409579,LEO,LEO,-0.27160000928857825,1
STARLINK-2526,2021-038AB,48378,2025-10-13 23:26:06.264960,15.06402001,0.00013865,53.0545,290.2403,92.817,267.2978,1.35e-06,0.0,24505,2.7941096e-05,95.59201322383267,554.3424251682627,3.874032960400001e-09,0.0022033740818348285,LEO,LEO,-0.27390139457309204,1
STARLINK-2612,2021-038AC,48379,2025-10-13 16:58:38.182368,15.06401534,0.00014797,53.0534,291.4453,80.1595,279.9561,6.8e-06,0.0,24501,6.4523983e-05,95.59204285834191,554.3438564532044,9.54761376451e-09,0.002203375447972386,LEO,LEO,-0.2713409647423709,1
STARLINK-2614,2021-038AD,48380,2025-10-13 17:09:20.018592,15.06400526,0.00015099,53.0544,291.9268,92.5838,267.5324,-3.96e-06,0.0,24500,-7.663078e-06,95.59210682325532,554.3469458245036,-1.15704814722e-09,0.002203378396727589,LEO,LEO,-0.27346513784093585,1
STARLINK-2630,2021-038AE,48381,2025-10-13 07:20:04.346304,15.06397441,0.00015268,53.0549,293.2523,87.8317,272.2847,-4.082e-05,0.0,24495,-0.00025529645,95.59230258942003,554.3564009158163,-3.8978661986e-08,0.002203387421476475,LEO,LEO,-0.2695643061419747,1
STARLINK-2585,2021-038AF,48382,2025-10-13 07:14:47.400000,15.06401803,0.00014447,53.0541,293.2711,91.7796,268.3358,8.78e-06,0.0,24495,7.7828214e-05,95.59202578835469,554.3430320084672,1.124384207658e-08,0.002203374661053595,LEO,LEO,-0.27373530851326583,1
STARLINK-2598,2021-038AJ,48385,2025-10-13 18:07:38.194752,15.06402943,0.00016524,53.0539,291.2311,96.7978,263.3199,2.01e-06,0.0,24624,3.2422273e-05,95.59195344721256,554.339538081831,5.357456390520001e-09,0.0022033713261607963,LEO,LEO,-0.27142794748742155,1
STARLINK-2606,2021-038AK,48386,2025-10-13 17:49:43.542912,15.06400813,0.0001492,53.0545,286.2977,92.278,267.838,9.77e-06,0.0,24508,8.4468427e-05,95.59208861101432,554.3460662114912,1.26026893084e-08,0.0022033775571508518,LEO,LEO,-0.2738491688314959,1
STARLINK-2594,2021-038AM,48388,2025-10-13 16:51:20.079072,15.06402794,0.00014166,53.0545,286.4699,87.563,272.5521,7.51e-06,0.0,24508,6.9334076e-05,95.59196290232053,554.339994743922,9.821865206160001e-09,0.0022033717620367054,LEO,LEO,-0.2734691584864974,1
STARLINK-2586,2021-038AP,48390,2025-10-13 21:14:44.076768,15.06379918,0.00013122,53.0539,280.6507,100.8701,259.2436,-0.000102,0.0,24639,-0.00066724033,95.59341456913926,554.4101070597044,-8.75552761026e-08,0.0022034386836871445,LEO,LEO,-0.25790549982235217,1
STARLINK-2607,2021-038AQ,48391,2025-10-13 06:49:33.942432,15.06398661,0.0001474,53.0548,283.345,92.5137,267.602,-1.339e-05,0.0,24630,-7.1033344e-05,95.59222517126229,554.3526617834659,-1.0470314905600001e-08,0.002203383852525393,LEO,LEO,-0.27232797029709993,1
STARLINK-2605,2021-038AR,48392,2025-10-13 22:39:39.691296,15.06409584,0.00015498,53.0553,280.3821,86.5435,273.5731,4.94e-06,0.0,24640,5.2015546e-05,95.59153203050785,554.3191845143583,8.061369319080002e-09,0.002203351899098092,LEO,LEO,-0.2730424632497717,1
STARLINK-2574,2021-038AU,48395,2025-10-13 23:32:50.915904,15.06402442,0.00014764,53.0543,280.8451,84.1886,275.9271,3.64e-06,0.0,24640,4.3313615e-05,95.59198523922733,554.3410735701,6.3948221186e-09,0.002203372791757488,LEO,LEO,-0.2725854821117441,1
STARLINK-2575,2021-038AV,48396,2025-10-13 06:28:21.090720,15.06395902,0.00015347,53.0539,283.4158,89.7088,270.4077,6.85e-06,0.0,24630,6.4893779e-05,95.59240025070116,554.3611177465291,9.959248263129999e-09,0.002203391923632873,LEO,LEO,-0.27361221386310136,1
STARLINK-2590,2021-038AW,48397,2025-10-13 06:23:02.289408,15.0639658,0.00015203,53.0535,283.4307,93.5225,266.5938,-6.6e-07,0.0,24630,1.4449133e-05,95.59235722640847,554.359039765538,2.19670168999e-09,0.0022033899402250402,LEO,LEO,-0.2735694215804249,1
STARLINK-2588,2021-038AX,48398,2025-10-13 17:26:30.279840,15.06381526,0.00014831,53.0544,281.359,84.8211,275.2948,4.885e-05,0.0,24637,0.00034679577,95.59331252712137,554.4051786661812,5.14332806487e-08,0.002203433979530261,LEO,LEO,-0.270632225612703,1
STARLINK-2587,2021-038AY,48399,2025-10-13 17:21:11.843136,15.06397603,0.00013331,53.0549,281.3751,97.5349,262.5792,1.766e-05,0.0,24636,0.00013740945,95.59229230929678,554.3559044077874,1.8318053779500002e-08,0.0022033869475660784,LEO,LEO,-0.27205771550761737,1
STARLINK-2576,2021-038AZ,48400,2025-10-13 06:07:06.873024,15.06390948,0.00013987,53.0535,283.478,95.6272,264.4876,-5.4e-07,0.0,24508,1.5272517e-05,95.5927146211184,554.3763011534747,2.13616695279e-09,0.002203406416048077,LEO,LEO,-0.2727337129011398,1
STARLINK-2571,2021-038BA,48401,2025-10-13 07:00:11.243520,15.0640289,0.00015681,53.0549,283.3221,84.6521,275.4647,1.09e-06,0.0,24508,2.6185018e-05,95.59195681043867,554.3397005186725,4.1060726725800005e-09,0.00220337148120389,LEO,LEO,-0.2732060959845453,1
STARLINK-2593,2021-038BD,48404,2025-10-13 23:22:07.699008,15.06402938,0.00014978,53.0557,280.2501,86.2988,273.8172,8.47e-06,0.0,24519,7.5721736e-05,95.59195376449804,554.3395534060619,1.134160161808e-08,0.002203371340787503,LEO,LEO,-0.2736447595874177,1
STARLINK-2570,2021-038BE,48405,2025-10-13 07:21:25.898400,15.06389636,0.00014205,53.0549,283.2455,92.0097,268.1055,-3.2e-06,0.0,24509,-2.620902e-06,95.59279787822439,554.3803222877023,-3.722991291e-10,0.002203410254192482,LEO,LEO,-0.2737271546000265,1
STARLINK-2568,2021-038BF,48406,2025-10-13 23:11:30.150816,15.06406089,0.00014045,53.0547,280.2855,90.905,269.21,7.87e-06,0.0,24519,7.1691407e-05,95.59175381161116,554.3298960931133,1.006905811315e-08,0.0022033621230660868,LEO,LEO,-0.2739442556274616,1
STARLINK-2595,2021-038BG,48407,2025-10-14 00:00:04.999968,15.56271816,0.00047399,53.0392,215.8716,119.1863,117.4072,0.00091646,0.0,593,0.0012727946,92.5288233838966,405.59513517671076,6.03291912454e-07,0.0020644249510050946,LEO,LEO,-0.2334815109406011,1
STARLINK-2592,2021-038BH,48408,2025-10-13 16:38:44.859264,15.06399851,0.00015446,53.0552,281.5098,87.1181,272.9985,-1.08e-06,0.0,24514,1.162297e-05,95.59214965695055,554.3490146018548,1.7952839462000001e-09,0.0022033803713437574,LEO,LEO,-0.27312482139099986,1
STARLINK-2563,2021-038BK,48410,2025-10-13 14:08:08.100096,15.06398899,0.00017674,53.0559,236.9806,91.9083,268.2108,1.353e-05,0.0,24577,0.00010972898,95.59221006839039,554.3519323467581,1.93934999252e-08,0.002203383156288406,LEO,LEO,-0.2763002471583252,1
STARLINK-2505,2021-038BL,48411,2025-10-13 20:54:49.862016,15.06395299,0.00014771,53.0538,230.7096,80.2437,279.8719,-4.912e-05,0.0,24588,-0.00031109791,95.59243851570197,554.3629658636773,-4.5952272286099997e-08,0.0022033936876394346,LEO,LEO,-0.26975859069814356,1
STARLINK-2581,2021-038BM,48412,2025-10-13 19:45:54.211968,15.06401915,0.00016834,53.0538,231.3642,110.4841,249.6329,0.00011855,0.0,24587,0.00081335477,95.59201868114991,554.3426887453052,1.369201419818e-07,0.0022033743334146684,LEO,LEO,-0.26508877040555934,1
YAOGAN-30 09A,2021-039A,48423,2025-10-13 21:03:32.225184,15.0087897,0.00034593,34.9968,91.0337,51.9151,308.1868,4.368e-05,0.0,24249,0.00033848043,95.94377886446101,571.321569389349,1.170905351499e-07,0.0022196201540298503,LEO,LEO,-0.22689814573410239,1
YAOGAN-30 09B,2021-039B,48424,2025-10-13 22:07:00.670656,15.00927741,0.00046928,34.9951,90.2341,196.6334,163.422,4.714e-05,0.0,24249,0.00036457865,95.94066127664436,571.1711798270835,1.71089468872e-07,0.002219475908130741,LEO,LEO,-0.23443953504114184,1
YAOGAN-30 09C,2021-039C,48425,2025-10-13 19:57:56.051136,15.00868507,0.00015248,34.9948,90.4386,86.4747,273.6136,4.443e-05,0.0,24249,0.00034441131,95.94444771703108,571.3538340085097,5.25158365488e-08,0.0022196511014000073,LEO,LEO,-0.2481260523072057,1
TIANQI-12,2021-039D,48426,2025-10-13 15:09:38.538720,15.08300782,0.00043185,35.0012,46.4918,280.8688,79.1536,0.00010037,0.0,24292,0.00063451971,95.47167363332971,548.5290536719804,2.740173367635e-07,0.0021978299735602395,LEO,LEO,-0.22379928667477078,1
STARLINK-2461,2021-040A,48428,2025-10-13 23:08:10.670496,15.06408478,0.00014227,53.0534,125.2945,88.1081,272.0071,8.73e-06,0.0,24444,7.7505358e-05,95.59160221348675,554.3225742111963,1.1026687282660001e-08,0.002203355134486276,LEO,LEO,-0.27813953055587104,1
STARLINK-2700,2021-040D,48431,2025-10-13 21:54:34.899552,15.06350381,0.00019702,53.0539,90.5244,80.8698,279.2513,-6.333e-05,0.0,24492,-0.0004071321,95.5952889953828,554.5006372012613,-8.0213166342e-08,0.002203525095995071,LEO,LEO,-0.2696354974992651,1
STARLINK-2680,2021-040E,48432,2025-10-13 21:27:23.961312,15.06395607,0.0001266,53.0529,86.0047,96.6177,263.4956,5.8e-05,0.0,24498,0.00040799054,95.5924189707226,554.3620218832893,5.1651602364e-08,0.002203392786620893,LEO,LEO,-0.27449152682735856,1
STARLINK-2699,2021-040F,48433,2025-10-13 21:45:17.821728,15.06405128,0.000127,53.0539,90.8329,89.8415,270.272,1.189e-05,0.0,24491,9.8693616e-05,95.59181479366286,554.3328414014286,1.2534089232e-08,0.0022033649343040952,LEO,LEO,-0.2776811106776305,1
